0,0.3125,1,61,(),0,0.1,0.9582016596676035,variance_10,10,<keras.src.losses.CategoricalCrossentropy object at 0x295d8d730>,750,2,1,5000,0.6000000000000001,0.8500000000000001,1e-05,50000,8,100,500.0,0,0,1024,CartPole_1
0,0.03125,2,61,(),1,0.1,0.9947869993222052,he_uniform,0.01,<keras.src.losses.CategoricalCrossentropy object at 0x29670e490>,1000,128,3,5000,0.05,0.75,1e-05,7500,5,10,500.0,0,3,256,CartPole_1
