0,softplus,0.003125,0,21,(),False,0,True,0.1,True,0.9609355960757917,lecun_uniform,5,<keras.src.losses.KLDivergence object at 0x2959f5fd0>,25000,0,3,0.5,25000,<class 'keras.src.optimizers.legacy.adam.Adam'>,0.25,0.9500000000000001,1e-05,1,3,False,10,500.0,-500.0,4,256,classiccontrol_1
0,sigmoid,0.03125,4,61,(),False,2,True,0.1,True,0.9571810977530452,orthogonal,1e-05,<keras.src.losses.KLDivergence object at 0x2932b4e80>,20000,0,2,0.5,25000,<class 'keras.src.optimizers.legacy.adam.Adam'>,0.05,0.9500000000000001,0.001,64,5,False,100,500.0,-500.0,0,32,classiccontrol_1
